content,score
terimakasih semoga sehat selalu,5
baik,5
Sangat membantu di saat Ter buru2 bisa di andelin pesanan gampang ga ribet.👍,5
bagus,5
apa ini cmn gr2 verifikasi 4kali gagal muka krna sinyal buruk knp lngsung di putus Mitra pdhl akun tdk pernh dipinjm2kn,2
ok,5
mantap,5
Tolong jangan kirim pesan aplikasi ganjen ke pacar saya. Dia punya aku. Dia hanya satu dan satu satunya..,1
membantu banget,5
Sangat membantu,5
aplikasi mantap,5
ramah drivernya,5
"mapnya yang update,alamat saya tidak muncul",5
"GrabCar, 6 Maret 2025, Jam 16.15 - 18.40, Nama Driver : Sofyan Ali No. Kendaraan : B 1929 JVD Pelanggaran yang di lakukan : Sengaja membuat calon penumpang nya menunggu hingga berjam jam, dan sengaja tidak merespon notifikasi",1
baik,5
sangat baik,5
"Iklan lu dimana mana ajgg, ganggu banget",1
"Update mulu njr kalo gak di update gak bisa make, padahal lagi darurat banget!!!!",1
sangat baik,5
"Di semarang drivernya kurang banyak, masak lokasi strategis ga dapet driver",1
Kurir udh sampe g di beri notif jd nya marah kurir nya karna tdk jwb chat dan tlp pdhl tdk ada masuk,3
"pengiriman cepat,cck buat yg lgi mager.😁",5
baguss sekali,5
sanget membantu,5
Bagus pelayanannya,5
aplikasi kok tiap minggu kok update²..,4
tepat waktu lebih awal malah..baguslah,5
abang ini ramah dan perjalanan nya sngt nyaman,5
dimsum mentainya enak,5
bagus,4
ok,5
No comment! Dari dulu grab udah jadi kepercayaan aku banget buat berpergian~,5
Mantaps,5
Good,5
senang punya aplikasi grab,5
sangat baik dan cepat,5
baik,1
baik,5
mantap,5
good,5
orangnya baik sopan 👍,5
puas,5
Baik,5
mantab,5
Update trus tpi tiap pengguna pesen grab lama dapet drivernya,3
keren dan tepat waktu,5
kasian untuk para pemesan makanan agak lama karena nunggu driver yg ikut program slot dan driver dibayar murah cuma 5000/antar,5
mantap,5
sangat rama,5
puas,5
is the best.,5
ok,5
mksi,5
mantapp,5
ok,4
luar biasa,5
oke,4
"Mau pesan taxi aja ribet bgt, pakai suruh foto indentitas segala,foto profil, gak jelas sistemnya",1
"TOLONG LAH PERBAIKI SISTEM GRABFOOD NYA.. KONFIRMASI RESTO LUAMA BGT, BLM DAPAT DRIVER NYA NUNGGU LAGI, BLM LAGI NUNGGU DI RESTO NYA.. GAK SEMUA RESTO ORDERAN MASUK LANGSUNG DIBIKIN.. BEBERAPA PADA NUNGGU DRIVER DATANG DULU BARU DIBIKIN KAN CONTOH : GACOAN GINI KAN JADI LUAMA BGTT MASA PESEN GRABFOOD SELALU 1 JAM",2
"Saya pesan makanan sudah lebih dari 30mnt masih belum dapat driver & tidak bisa di cencel, sedangkan ketentuannya jika driver terlambat lebih dri 30mnt sudah bisa di cencel. Ehh malah waktunya di panjangin lagi sama dia, aplikasi tolol",1
bagus,5
Mengapa saye ta boleh masuk akun greb saya lagi ada macam akun saya di tangguh kan,1
"Aplikasinya bagus utk naik taksi, dan kalau bisa promo bayar tagihannya jgn suka hilang2 kupon promonya min. Aku mau bayar tagihan listrik kepencet dikit aja hilang itu kupon vouchernya kecewa banget bisa segampang itu hilangnya wew",4
ok.ok,5
berguna banget,5
Mahal mobil nya kurang standar,1
mantap,5
amanah dan gercep,5
dengan adanya aplikasi grab sy bisa bepergian dgn aman dan nyaman semoga grab jaya selalu,5
very good,5
baik,5
makin lama makin parah grab.. cari untung ga ada logika lagi... makanan beli ditempat 35ribu..di grab harga 64rb!! belum ongkir belasan ribu.parkir serta ongkos pemesanan. jadi 100ribu..disvon cm 25%..klo seperti gitu terus ga bakal gw pesan..dan bakal kuhapus aplikasi sampah ginian cari untung ga ada pada tempatnya,1
mantap,5
mantap,5
mantap,5
Bagus,5
"memudahkan bepergian bila tidak ada yg nganter,jemput anak sekolah lebih cepat gk capek pergi sendiri,grab 👍👍👍",5
good,5
Sangat membantu perjalanan..,5
mengemudinya enak,5
terima kasih sdh amanah dalam mengantar penumpang,5
"baru pertama kali naik grab,supir nya ramah,gak takut kesasar walaupun orang kampung.",5
Good 👍,5
"Iklanmu ngerusam youtube gua, w pake Gojek haha",1
"Ini bener ga ada cs nya? Saya pesan samday, lalu dana saya langsung k potong, padahal pesanan saya d cancel oleh driver, sampai skrng dana saya blm kembali, mau chat pengaduan yg balas Ai, harus nya kalau pesanan blm selesai dana nya tuh jng langsung d potong.",1
cepat penjemputan nya,4
"penjemput cepat tidak sampai 5menit, mantap pertahankan service yg bagus.",5
Ok,5
keren,5
"driver humble, perjalanan aman dan lancar",5
Bagus,5
ok,4
ok,5
sangat berguna,5
sangat puas,5
Apk nya minta udet terus,3
bagus sekali,5
terimakasih,4
bagus,5
nyaman,5
nyaman tepat waktu,5
tepat waktu dan sopan,5
sangat membantu dalam beraktivitas,5
tepat waktu,5
"Banyak kali maunya aplikasi ni ,paksa orang verifikasi selfi ,bahaya banget ,pake kartu juga .",1
baik,5
Pengalaman perjalanan yg mantap,5
"pesan order,langsung dapat unitnya,, cepat dan bagus unitnya",5
"Kenapa yah ,,,saya ga bisa download app ini,??",3
jelekkkk,1
okee,5
Perbaiki layanan greb,4
mantap,5
"Recommend sih pake grab,,cuma kali bisa GRATISAN nya di perbanyak biar kamu pengguna grab food makin betah",5
"It takes a long time for the order to arrive at home, even though I use priority but it still takes a long time, I really don't like this app",1
kreen dan sangat membantu,4
baik,5
Aplikasi sampah,1
oke,5
baik dan ramah sopan,5
orang nya ramah,5
Tingkatkan,5
"Tolong beri pilihan cancel ,bila ada resto tutup agar mudah.",4
Klo pesen lewat ovo kadang suka kasihan driver nya ...kadang suka d potong berbagai layanan seperti slot bikin driver nggak dpt uang lebih buat keluarga,1
seru ada bnyak voucher murah meriah,5
memudah kan transportasi,5
keren,5
Lelet,5
"Untuk pendaftaran ovo paylater masih sulit, engak terbuka umum kayak shopee dan gopay, 7 tahun aku menunggu!",3
Yang terhormat kepada pihak grab tolong untuk grab car jngan sombong sombong,2
Grab gak bener. Ribet bangettt apk nya,1
Semenjak di update geser maps ga bisaa ya,1
mantap banget,5
"pokonya top lh lw pengemudi mmbntu Qt buat ngejar jadwal kereta 15 menit nyampe mksh mamang grab,,",5
udah tooppppp....,5
sangat puas,5
sangat baik,5
"Drivernya nyolot semua ga sopan, udh mah susah cari driver, kalau jarak jauh marah2 lagi, tolong sebelum nya training sikap driver!!!!!",1
drivernya rata² ga sopan semua.,1
mantap,5
"Makin hari makin gak jelas, pengemudi bisa dg gampang membatalkan pesanan sepihak setelah 25 mnit ditunggu, sedangkan pembeli disuruh menunggu dan pusat bantuan hanya bot, dan untuk menghubungi pusat bantuan cs harus berbayar pulsa pleaselah kayak dulu aja sistemnya telp aplikasi toh cs loh. Kecewa",1
Titik penjemputan d suruh geser terus capek,1
good,5
membantu,5
"Makin gak jelas, order motor atau mobil harus verifikasi wajah, pesan makanan metode pembayaran harus di ubah, lah orang gua aja bisanya cash gak bisa pake ovo link dll dan sudah berlangganan lama pake grab ( tapi ini pake akun baru yg lama lupa emailnya. Makin parah ini sih. Tolong di perbaiki",1
"Bulan Ramadhan malah promonya makin dikit dah aneh, trus sekalinya ada promo 20% doang",2
pelayanan bagus,5
Jelek,1
Jaga kualitas kebersihan kendaraan mobilnya,5
ok,5
Ok sangat membantu sekali,5
Selama ini saya memakai grab aman saja tidak ada kendala,5
Maaf baru pemula Di asikin aja,5
grab membantu aktivitas sehari hari,5
"kenapa aplikasiny gabisa dipakai ,ingin memesan makanan tidak bisa tidak ada muncul logo untuk memesannya",2
Ok,5
"jioss ,,,⭐⭐⭐⭐⭐👍",5
sangat puas,5
jelek bangettttt gangguuu lagii main gameee,1
memuaskan atas pelayanan pdhl aku disabilitas rungu.,5
Sangat bagus dalam menjalankan orderan dan sangat tepat waktu,5
Good,5
perjalanan baik,5
membantu banget,5
jos,5
aplikasi nya sangat bagus,5
ok,5
pengemudinya membantu,5
ok,5
layanan bagus 👍,3
mantap,5
"Tdi mesen makanan, Nunggu nya udh lama banget, Tiba tiba Dibatelin Restoo",2
memuaskan dan sangat membantu,5
"Sangat tidak puas karena setiap order makanan, selalu di beri driver yang ambil double orderan, saya paling tidak suka sm driver yg ambil double orderan dan itu karena aplikasi. Terlalu lama menunggu sampai 30-40 menit itu terlambat nya. Sangat buruk, order makanan jam 12.29 dan sebelum jm 13.00 harus sudah di lokasi ini terlambat sampe pengantaran di jam 13.25 gila apa gimana?",1
sangat membantu,5
terbaik,5
Pokoknya mantap driver ramah terimakasih,5
Sekarang Alamat maps Titik jemput sdh ok walaupun titik tujuan kurang akurat ttp sdh ok lah. Apalagi promonya oke bgt. Hanya sy kecewa kepada pengemudi yg menerima order lalu membatalkan pesanan setelah sy menunggu 1 sd 2 jam. Akhirnya janji berobat scedule ulang deh gegara ulah pengemudi. Terkadang pengemudi meminta kpd konsumen utk membatalkan pesanan. Mohon kpd pihak Grab untuk menindak oknum pengemudi yg melakukan hal tsb.,4
membantu,4
"enak,perjalanannya",5
bagus bgt,5
memudahkan segalanya,5
Bisa nganter nya lebih cepat gitu,5
"driver ramah dan cepat,",5
lumayan terbantu,4
bagus,5
sangat puas,5
Mantap banget ni bnyak keperluan terpenuhi oleh apk ini,5
baik,5
Bagus,1
Mantap,5
membantu,5
membantu ketika hujan & tidak ada mobil,5
baik,4
"sip ,mantap",5
orang nya sopan dan ramah,5
Sering dibatalin dengan driver nya. Sudah lama kita nunggu dibatalin. Dan pas order kembali harga sdh naik... Grab tolong lebih diperhatikan lagi para driver2 nya... Kita pengguna jangan di kasih begini... Grab juga jangan asal menerima driver,1
grab memang oke,5
"Grab disini kebanyakan pilih² lokasi , tidak seperti di kota lain pada gercep. pesan dekat cancel pesan jauh apalagi, apalagi kalau saya berangkat kerja shif malam ada beberapa driver pada minta ongkos bensin tambahan dari harga yg sudah ditentukan 🤣 padahal custumer kalau abangnya gercep siap antar kapanpun dan kemanapun uang tips tidak harus di minta.",2
baik,5
"Kuota internet saya masih ada, tapi kenapa aplikasinya gak mau jalan? Buka aplikasi lain bisa, tapi grab gak bisa. Tolong, dilihat ya, maslahnya apa ini? Ganggu banget, apa lagi kalo mau cepat-cepat. Sampe saya restart hp saya masih tetap gak bisa. Masa setiap mau pake app-nya harus beli kuota baru.",3
membantu dan memuaskan pengguna,5
the best driver,5
mksh bp telah sampai ke tempat tujuan dg selamat bapa ojeg nya ramah tdk ngebut....,5
"promo tiba² ilang padahal bisa di gunakan dalam sehari tp blm sehari uda ilang, gajelas mana qris di ilangin padahal itu mempermudah👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻",2
nice,5
"buat aplikator jangan lupa kasih THR y,kepada seluruh draiver grab,biar mereka merasakan hari raya keagamaan,jng pilih kasih Sama orang kantor nya, kasihan mereka yg telah memberikan mereka fuuuulllluus kepada aplikator bertahun2,kasih y THR nya,sy mendukung grab untuk memberikan THR KPD draiver,,,",5
Kirim GO-SEND ga sampe2 loh parah untuk akun akun nakal mohon d blokir oleh pihak grab dong plis meresahkan,1
aplikasi yang nyaman Bawak kita jalan jalan,5
pelayanan cepat,5
terbaik 👍👍👍👍👍,5
good,5
membantu,5
thanks grab,5
"GAJADI BINTANG 5 , PESAN GRABFOOD SUPER LAMA BANGET JIKA MENGGUNAKAN PENGANTARAN HEMAT!! RUGI DI WAKTU, JANGAN PERNAH MENGGUNAKAN PENGANTARAN HEMAT!!",1
"Lama ,yang prioritas pun lama . Buruk banget",1
👍👍👍,5
kalau beli grab food lama bgt nyantol ke pengemudinya bisa sampe sejam . gakaya shopefood 5 mnit lgsg ada padhal driver kebanyakan grab tuh dripada si oren,3
sangat membantu,5
Makasih ya grab,5
"oke lah, the best 👍",5
good,5
"kecewa dapat driver yang menurunkan penumpang di tengah jalan hanya karna macet. biaya tetap diminta full, pelanan minus. Parah banget.",1
sangat baik,5
tolong driver grab kasih THR biar driver grab pada semangat 😁,5
Sangat membantu kemudahan semua sesuai dengan apa yang saya kehendaki,5
sangant mudah dan suka pakai grab,5
"makin ke sini malah makin susah chat ama cs, pertanyaan bolak-balik diarahhkan ke AI,ga ada solusi. nunggu 2 jam tanpa kepastian driver.mencari driver terus . terua orderan saya gmn ? capek deh",1
kenapa ngelag ngelag,4
Aplikasi bobrok..,1
keren,5
ok,5
kurir nya susah banget terima orderan,2
sangat mem bantu dan cepat sampai tujuan,5
bagus deh thaks ya Grab,5
sanggat baik,4
4 maret 2025 update 2 kali bisa kerja gak?,1
cepat dan aman,5
ok,5
ramah,5
sangat cepat,5
terimakasih,5
SAYA BAWA KURSI RODA MINTA TAMBAH ONGKOS DARI 24000 JADI 35000 SEBERAT APA SIH KURSI RODA . NIAT MAU NGASIH LEBIH TAPI MALAH DI PINTA MALAH MALES,1
good,5
baik,5
Oke,5
terbaik😊😊😊,5
ok,5
"Tolong sistem eror di area rembang segera di benahi, biar ongkirnya kembali normal",1
good,5
"Pesan grab hari ini ko bisa2nya sy diwajibkan selfie untuk meyelesaikan pesanan....ratusan kali mgkn jg dah ribuan kali mesan digrab tapi barusan kali ini dapat perlakuan seperti ini pdhl saya bayarnya pakai OVO loh bukan cash jadi bagaimana sy mau nipu....hrsnya klo customer diwajibkan selfie, pihak penjual dan driver harus selfie jg krn ini bentuk keadilan dan profesionalitas pelayanan ini malah buat kebijakan merugikan padahal ini unsur dasar pelayanan loh",1
Sangat membantu,5
"grab mnding gosah ada paket hemat buat yg mobil dehh, drivernya pada julid. kloo dri pihak grab ngadain paket hemat buat mobil otomatis masyarakat pilih yg murah dng?tapi pihak yg narik tuh julid ngapain kloo ada notif orng pilih yg hemat tetep ditarik?trss hbis tu ngejulidtin penumpang?",5
ok,5
👍,5
top,5
layanan yg baik,5
Untuk wilayah jabar ciayumajakuning Pesan grab bike XL belum tersedia.. padahal di gambar sudah ada.. soalnya saya pake bike biasa/hemat kadang sering ada aja gangguan di jalan🙏 makasih,5
tetap terbaik,5
memuaskan,5
"Grab tolong ya saya sering mesen makanan disini, tp 2 jam blm sampai makanannya. Mana di batalin ga bisa. Terus juga ada beberapa kurirnya ga ramah🙄",1
Mantap,5
good,5
Aplikasi ribet,2
ok ok,5
bagus,5
"Tololl.. nyari kurir bwt shope jangan yg males kerja,, orderan instant 2 jam belum di pick up juga. Cari kurir yg semangat kerja,, jangan pemalas di suruh kerja.",1
👍,5
ok pokonya,5
Good,5
sangat membantu,5
Kenapa pembayaran qrisnya hilang? Padahal oke banget buat orang yg ga pake ovo tapi cahsless,4
baik,5
bagus sangat membantu dengan cepat,5
okey sih,5
mantap,5
kirim tepat waktu. lebih luas lagi kirimannya ke desa sekitar labuan baji,5
bagus sangat tertolong,5
baik,5
mantap,5
udah 3 tahun pake grab seneng banget banyak diskon apalagi grabfood nya💗💗 banyakin lagi diskon ya min💗💗💗💗💗💗,5
pelayanan ok,5
sangat membantu 👍👍👍,5
aflikasi sangt bgus,5
penjemputan cepat serta pengemudinya ramah,5
bad!,1
"aplikasi transfortasi online grab skrg ini hargai sudah mulai terjangkau dan tidak ribet menggunakannya. apa lg skrg bnyk promo yaitu berupa paket hemat dan promo pengguna baru ke customer. semoga makin bnyk kejutan"" di grab agar lebih bnyk customer utk menggunakan aplikasi ini. terima kasih dan salam sukses terus.",5
apk ini membantu sayah dan memudahkan perjalanan syh,5
terbaik lah,5
pelayanan baik,5
Bagus,4
👍👍👍👍👍,5
keren👍,5
"Kenapa mode sibuk di aplikasi grab merchant grab mart sekarang hanya 40 menit,mana cukup menyiapkan pesanan yang banyak dalam 40 menit,turun kelapangan coba siapkan pesanan yg totalnya 1 jutaan...",1
mantap,5
terimakasih,5
Sangat lama mendapatkan driver Grab Car,1
God job,5
mantap lah...bisa diandalkan,5
"untuk pihak development sebelum melakukan peningkatan apk atau layanan seharusnya edukasi terlebih dahulu semua driver, pernah saya order grab dengan opsi pembayaran qris sesudah sampai di lokasi dan melakukan pembayaran qris driver mengatakan bahwa transaksi tidak masuk padahal di layar smartphone saya tertera berhasil dan saya disuruh bayar tunai sehingga saya payment 2x, di kejadian lain saya memilih tunai agar tidak terjadi kejadian yang sama tetali driver selalu bilang tidak ada kembalian.",2
Good,5
parah bgt. bru jg download prtma kli ni apk. niat mau pesan makanan buat buka puasa. pesan dri jam 5 sore. 25 mnit katanya smpai. pesanan sudah ditrima mencari pengemudi. eh smpelah mau isya gak ditemukan pengemudi. parah bgt. cukup sekian. aku bayarnya pke tunai. ktanya mau lebih cepat pke non tunai. dhlah banyak bgt alesan. klo gak ada pengemudi yg mau nganter mending gak usah buat apknya. gak membntu bgt. klo nunggu lama tpi ttp dianter gpp. 2 jam ku trbuang gra2 apk ini. mana loadingnya lama,1
good,5
seneng sngt ramah,5
baguss,5
bagus dan membantu,5
aplikasi andalan,5
mantap,5
bagus,5
Maaf bintang tiga ya soalnya grab nya aga lama kalo nginstal kaya loding nya payah lama ada aku nunggu 1 jam,3
"pengemudi baik,sempurna",5
aplikasi sangat membantu,5
pak ojol ya sopan dan baik,5
sering mengcancel/menolak sepihak udah lama nunggu malah dibatalin,1
ok,5
Udah mahal dapet driver selalu dapet yang jauh mesen di sabang dapet driver dari marauke,1
mantap,5
"lama lama kaya aplikasi scam, awal ada grabike hemat, top up ovo ilang grabike hematnya, harga naik jd standar. top up lagi eh harga standarnya naik lagi. isi ovo butuh waktu, kalo harga tiap detik berubah gimana orang mau top up + pake jasa grab, kan jd rugi juga kena admin mulu, sepele seribu tp kalo berkali kali jadi berapa",1
sangat membantu,5
sangat membantu sekali,5
MAKIN KESINI FITURNYA JELEK,1
pelayanan sangat memuaskan sekali orngnya sopan mau turun dr mobilnya dan membuka kn pintu garasi mobil.juga mau membantu mengangkatnya sendri kursi roda itu ke garasi nya mobil.hati2 dijln sukses ya,5
aplikasi bisa d andalkan waktu repot,5
"Baru pertama kali pake grab car, jarak titik jemput+antar dekat langsung dpt driver, dan jarak driver ke titik jemput juga deket. Tp sampai 1 jam lebih driver gak sampai2. Dichat dibaca aja. Emang nunggu sejam lebih itu wajar ya, serius nanya karna baru pake bgt",1
sangat memuaskan kn.drave ramah...,5
Ntah kenapa bbrp lama blkngan ini driver grabbike & grabcar agak susah & rata rata pemilih customer. Untuk grabfood juga gak bisa cancel makanan ketika blm dibuat pesanan nya,2
cukup membantu masyarakat,5
ramah,5
sngt mmbntu,5
"Gilaa, gue pesen makan dari jam 3 nyampe nyampe jam setengah 6?? Pantekk Dengan gue nunggu segitu lamanya nggak dapet konpensasi lagi parahh",1
bagus,5
pengemudi nya baik dan ramah,5
udah nunggu lama malah di cancel tolong diperbaiki lagi ya,1
Baik sangat bagus,5
Lambat pesan makanan gasampe sampe pas imsak baru Mao dianterin Mao dibatalin kaga ada menu batalin pesanan hadeh gini amat apk grab mending shopee food,1
Cukup baik,4
Susah untuk mendapatkan pengemudi!!!!,1
membantu dalan memesan,5
